207;207;318;229;229;229;229;440;30;130;-1;749;749;841;501;501;-1;-1;1032;1032;1032;1061;1061;1061;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
802;802;559;556;556;556;556;477;800;-1;527;-1;0;572;268;268;115;115;40;40;40;38;38;38;221;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
802;802;559;556;556;556;556;477;800;-1;527;0;-1;572;268;268;115;115;40;40;40;38;38;38;221;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;1151;851;851;851;851;1124;450;550;441;398;398;-1;46;46;225;225;586;586;586;437;437;437;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
851;851;799;620;620;620;620;781;308;408;260;238;238;69;-1;0;176;176;430;430;430;320;320;320;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
851;851;799;620;620;620;620;781;308;408;260;238;238;69;0;-1;176;176;430;430;430;320;320;320;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
882;882;624;488;488;488;488;360;-1;-1;405;110;110;244;168;168;-1;0;85;85;85;136;136;136;168;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1456;1139;-1;-1;-1;-1;-1;-1
882;882;624;488;488;488;488;360;-1;-1;405;110;110;244;168;168;0;-1;85;85;85;136;136;136;168;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1456;1139;-1;-1;-1;-1;-1;-1
-1;-1;644;583;583;583;583;502;1103;-1;831;36;36;839;555;555;83;83;-1;0;0;35;35;35;208;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1458;1169;-1;-1;-1;-1;-1;-1
-1;-1;644;583;583;583;583;502;1103;-1;831;36;36;839;555;555;83;83;0;-1;0;35;35;35;208;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1458;1169;-1;-1;-1;-1;-1;-1
-1;-1;644;583;583;583;583;502;1103;-1;831;36;36;839;555;555;83;83;0;0;-1;35;35;35;208;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1458;1169;-1;-1;-1;-1;-1;-1
-1;-1;737;712;712;712;712;626;1004;-1;728;22;22;609;359;359;122;122;30;30;30;-1;0;0;275;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;737;712;712;712;712;626;1004;-1;728;22;22;609;359;359;122;122;30;30;30;0;-1;0;275;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;737;712;712;712;712;626;1004;-1;728;22;22;609;359;359;122;122;30;30;30;0;0;-1;275;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;447;214;214;214;214;289;-1;-1;-1;263;263;-1;326;326;203;203;271;271;271;378;378;378;-1;1111;1111;-1;-1;523;594;594;683;635;-1;-1;-1;-1;-1;-1;575;422;1530;1530;1530;1530;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;376;376;-1;-1;-1;-1;-1;-1;505;-1;0;567;1876;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;559;-1;-1;-1;-1;1115;1115
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;376;376;-1;-1;-1;-1;-1;-1;505;0;-1;567;1876;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;559;-1;-1;-1;-1;1115;1115
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;325;1313;1313;-1;28;208;269;269;-1;-1;-1;-1;-1;-1;-1;-1;773;636;173;173;173;173;99;99
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1596;1968;1968;42;-1;130;175;175;1223;-1;-1;-1;-1;-1;-1;-1;954;923;846;846;846;846;156;156
-1;-1;-1;350;350;350;350;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;716;-1;-1;401;236;-1;9;9;291;1074;-1;-1;934;-1;-1;-1;495;754;68;68;68;68;548;548
-1;-1;-1;370;370;370;370;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;852;-1;-1;527;329;15;-1;0;260;1059;-1;-1;836;-1;-1;-1;517;868;110;110;110;110;690;690
-1;-1;-1;370;370;370;370;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;852;-1;-1;527;329;15;0;-1;260;1059;-1;-1;836;-1;-1;-1;517;868;110;110;110;110;690;690
-1;-1;-1;351;351;351;351;1060;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;378;311;311;-1;117;131;131;369;131;131;131;136;765;-1;-1;-1;-1;-1;-1
254;254;326;303;303;303;303;519;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;117;-1;165;165;406;165;165;165;258;816;-1;-1;-1;-1;-1;-1
540;540;790;875;875;875;875;1422;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;219;254;-1;0;190;0;0;0;645;-1;-1;-1;-1;-1;-1;-1
540;540;790;875;875;875;875;1422;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;219;254;0;-1;190;0;0;0;645;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;628;653;229;229;-1;229;229;229;-1;-1;-1;-1;-1;-1;-1;-1
540;540;790;875;875;875;875;1422;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;219;254;0;0;190;-1;0;0;645;-1;-1;-1;-1;-1;-1;-1
540;540;790;875;875;875;875;1422;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;219;254;0;0;190;0;-1;0;645;-1;-1;-1;-1;-1;-1;-1
540;540;790;875;875;875;875;1422;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;219;254;0;0;190;0;0;-1;645;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;182;182;182;182;287;-1;-1;-1;-1;-1;-1;-1;-1;1238;1238;-1;-1;-1;-1;-1;-1;644;-1;-1;-1;1672;196;195;195;80;197;360;360;665;360;360;360;-1;295;282;282;282;282;1464;1464
-1;-1;-1;287;287;287;287;303;-1;-1;-1;-1;-1;-1;-1;-1;493;493;868;868;868;-1;-1;-1;238;-1;-1;312;1445;337;386;386;421;474;-1;-1;-1;-1;-1;-1;173;-1;241;241;241;241;936;936
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;588;-1;-1;292;969;58;80;80;395;-1;-1;-1;-1;-1;-1;-1;513;573;-1;0;0;0;475;475
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;588;-1;-1;292;969;58;80;80;395;-1;-1;-1;-1;-1;-1;-1;513;573;0;-1;0;0;475;475
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;588;-1;-1;292;969;58;80;80;395;-1;-1;-1;-1;-1;-1;-1;513;573;0;0;-1;0;475;475
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;588;-1;-1;292;969;58;80;80;395;-1;-1;-1;-1;-1;-1;-1;513;573;0;0;0;-1;475;475
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1349;1221;1221;103;137;324;397;397;1217;-1;-1;-1;-1;-1;-1;-1;860;626;342;342;342;342;-1;0
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1349;1221;1221;103;137;324;397;397;1217;-1;-1;-1;-1;-1;-1;-1;860;626;342;342;342;342;0;-1
