-1;-1;685;685;685;1135;514;340;0;0;-1;6;533;514;514;1086;375;375;-1;-1;-1;-1;514;375;375;375;393;393;393;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;917;917;917;917;917;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;979;979;979;979;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;979;979;979;979;979;979;979;266;6;22;122;-1;-1;-1;-1;-1;-1;-1
-1;-1;700;700;700;1110;476;317;4;4;4;-1;506;491;491;960;394;394;-1;-1;-1;-1;491;394;394;394;430;430;430;-1;-1;-1;963;963;963;963;963;963;963;-1;963;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1029;1029;1029;1029;1029;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1058;1058;1058;1058;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1058;1058;1058;1058;1058;1058;1058;284;0;5;74;894;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;478;478;478;474;-1;0;0;367;49;49;334;342;342;286;0;49;49;49;142;142;142;334;346;562;251;251;251;251;251;251;251;562;251;423;562;562;-1;-1;-1;-1;529;346;780;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;474;438;447;897;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;469;469;469;466;0;-1;0;403;40;40;332;346;346;303;0;40;40;40;126;126;126;332;352;608;282;282;282;282;282;282;282;608;282;463;608;608;-1;-1;-1;-1;557;352;757;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;466;433;449;939;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;469;469;469;466;0;0;-1;403;40;40;332;346;346;303;0;40;40;40;126;126;126;332;352;608;282;282;282;282;282;282;282;608;282;463;608;608;-1;-1;-1;-1;557;352;757;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;466;433;449;939;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;673;673;673;615;200;219;219;-1;420;420;766;697;697;442;219;420;420;420;645;645;645;766;681;52;18;18;18;18;18;18;18;52;18;21;52;52;292;837;837;780;550;681;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;615;543;426;251;760;760;760;-1;1525;1525
-1;-1;-1;-1;-1;-1;-1;1419;375;375;375;395;94;76;76;807;-1;0;425;510;510;577;76;0;0;0;24;24;24;425;532;-1;648;648;648;648;648;648;648;-1;648;912;-1;-1;-1;-1;-1;-1;937;532;640;727;727;727;727;727;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1207;395;389;502;1365;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;1419;375;375;375;395;94;76;76;807;0;-1;425;510;510;577;76;0;0;0;24;24;24;425;532;-1;648;648;648;648;648;648;648;-1;648;912;-1;-1;-1;-1;-1;-1;937;532;640;727;727;727;727;727;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1207;395;389;502;1365;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;1533;1533;1533;-1;337;333;333;982;400;400;-1;17;17;131;333;400;400;400;476;476;476;0;25;1020;711;711;711;711;711;711;711;1020;711;899;1020;1020;-1;-1;-1;-1;275;25;257;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1505;-1;2092;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;341;343;343;837;448;448;8;-1;0;60;343;448;448;448;553;553;553;8;0;829;586;586;586;586;586;586;586;829;586;735;829;829;-1;-1;-1;-1;156;0;355;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;341;343;343;837;448;448;8;0;-1;60;343;448;448;448;553;553;553;8;0;829;586;586;586;586;586;586;586;829;586;735;829;829;-1;-1;-1;-1;156;0;355;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;1428;1428;1428;1413;253;262;262;493;419;419;73;38;38;-1;262;419;419;419;572;572;572;73;32;451;308;308;308;308;308;308;308;451;308;394;451;451;960;745;745;668;45;31;599;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1413;1347;1320;1424;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;469;469;469;466;0;0;0;403;40;40;332;346;346;303;-1;40;40;40;126;126;126;332;352;608;282;282;282;282;282;282;282;608;282;463;608;608;-1;-1;-1;-1;557;352;757;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;466;433;449;939;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;1419;375;375;375;395;94;76;76;807;0;0;425;510;510;577;76;-1;0;0;24;24;24;425;532;-1;648;648;648;648;648;648;648;-1;648;912;-1;-1;-1;-1;-1;-1;937;532;640;727;727;727;727;727;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1207;395;389;502;1365;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;1419;375;375;375;395;94;76;76;807;0;0;425;510;510;577;76;0;-1;0;24;24;24;425;532;-1;648;648;648;648;648;648;648;-1;648;912;-1;-1;-1;-1;-1;-1;937;532;640;727;727;727;727;727;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1207;395;389;502;1365;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;1419;375;375;375;395;94;76;76;807;0;0;425;510;510;577;76;0;0;-1;24;24;24;425;532;-1;648;648;648;648;648;648;648;-1;648;912;-1;-1;-1;-1;-1;-1;937;532;640;727;727;727;727;727;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1207;395;389;502;1365;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;1490;411;411;411;466;277;246;246;-1;48;48;573;714;714;876;246;48;48;48;-1;0;0;573;750;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;750;560;486;486;486;486;486;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1147;466;490;691;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;1490;411;411;411;466;277;246;246;-1;48;48;573;714;714;876;246;48;48;48;0;-1;0;573;750;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;750;560;486;486;486;486;486;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1147;466;490;691;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;1490;411;411;411;466;277;246;246;-1;48;48;573;714;714;876;246;48;48;48;0;0;-1;573;750;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;750;560;486;486;486;486;486;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1147;466;490;691;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;1533;1533;1533;-1;337;333;333;982;400;400;0;17;17;131;333;400;400;400;476;476;476;-1;25;1020;711;711;711;711;711;711;711;1020;711;899;1020;1020;-1;-1;-1;-1;275;25;257;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1505;-1;2092;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;343;346;346;805;460;460;13;0;0;48;346;460;460;460;571;571;571;13;-1;788;560;560;560;560;560;560;560;788;560;699;788;788;-1;-1;-1;990;133;0;381;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;1025;1025;1025;957;288;312;312;40;571;571;684;591;591;337;312;571;571;571;-1;-1;-1;684;570;-1;34;34;34;34;34;34;34;0;34;7;0;0;131;477;477;437;379;569;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;957;870;725;424;711;711;711;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;732;732;732;685;129;145;145;22;331;331;547;487;487;280;145;331;331;331;537;537;537;547;474;63;-1;0;0;0;0;0;0;63;0;22;63;63;372;768;768;705;376;474;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;685;615;520;411;1020;1020;1020;-1;1914;1914
-1;-1;-1;-1;-1;-1;-1;-1;732;732;732;685;129;145;145;22;331;331;547;487;487;280;145;331;331;331;537;537;537;547;474;63;0;-1;0;0;0;0;0;63;0;22;63;63;372;768;768;705;376;474;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;685;615;520;411;1020;1020;1020;-1;1914;1914
-1;-1;-1;-1;-1;-1;-1;-1;732;732;732;685;129;145;145;22;331;331;547;487;487;280;145;331;331;331;537;537;537;547;474;63;0;0;-1;0;0;0;0;63;0;22;63;63;372;768;768;705;376;474;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;685;615;520;411;1020;1020;1020;-1;1914;1914
-1;-1;-1;-1;-1;-1;-1;-1;732;732;732;685;129;145;145;22;331;331;547;487;487;280;145;331;331;331;537;537;537;547;474;63;0;0;0;-1;0;0;0;63;0;22;63;63;372;768;768;705;376;474;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;685;615;520;411;1020;1020;1020;-1;1914;1914
-1;-1;-1;-1;-1;-1;-1;-1;732;732;732;685;129;145;145;22;331;331;547;487;487;280;145;331;331;331;537;537;537;547;474;63;0;0;0;0;-1;0;0;63;0;22;63;63;372;768;768;705;376;474;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;685;615;520;411;1020;1020;1020;-1;1914;1914
-1;-1;-1;-1;-1;-1;-1;-1;732;732;732;685;129;145;145;22;331;331;547;487;487;280;145;331;331;331;537;537;537;547;474;63;0;0;0;0;0;-1;0;63;0;22;63;63;372;768;768;705;376;474;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;685;615;520;411;1020;1020;1020;-1;1914;1914
-1;-1;-1;-1;-1;-1;-1;-1;732;732;732;685;129;145;145;22;331;331;547;487;487;280;145;331;331;331;537;537;537;547;474;63;0;0;0;0;0;0;-1;63;0;22;63;63;372;768;768;705;376;474;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;685;615;520;411;1020;1020;1020;-1;1914;1914
-1;-1;-1;-1;-1;-1;-1;-1;1025;1025;1025;957;288;312;312;40;571;571;684;591;591;337;312;571;571;571;-1;-1;-1;684;570;0;34;34;34;34;34;34;34;-1;34;7;0;0;131;477;477;437;379;569;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;957;870;725;424;711;711;711;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;732;732;732;685;129;145;145;22;331;331;547;487;487;280;145;331;331;331;537;537;537;547;474;63;0;0;0;0;0;0;0;63;-1;22;63;63;372;768;768;705;376;474;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;685;615;520;411;1020;1020;1020;-1;1914;1914
-1;-1;-1;-1;-1;-1;-1;-1;880;880;880;821;217;237;237;19;467;467;638;559;559;320;237;467;467;467;706;706;706;638;541;10;11;11;11;11;11;11;11;10;11;-1;10;10;211;595;595;546;387;541;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;821;741;615;385;802;802;802;-1;1742;1742
-1;-1;-1;-1;-1;-1;-1;-1;1025;1025;1025;957;288;312;312;40;571;571;684;591;591;337;312;571;571;571;-1;-1;-1;684;570;0;34;34;34;34;34;34;34;0;34;7;-1;0;131;477;477;437;379;569;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;957;870;725;424;711;711;711;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;1025;1025;1025;957;288;312;312;40;571;571;684;591;591;337;312;571;571;571;-1;-1;-1;684;570;0;34;34;34;34;34;34;34;0;34;7;0;-1;131;477;477;437;379;569;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;957;870;725;424;711;711;711;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;631;666;666;158;-1;-1;1091;950;950;610;666;-1;-1;-1;-1;-1;-1;1091;918;67;190;190;190;190;190;190;190;67;190;108;67;67;-1;375;375;366;592;918;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1022;474;388;388;388;-1;1443;1443
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;982;1017;1017;697;-1;-1;737;586;586;388;1017;-1;-1;-1;-1;-1;-1;737;553;410;580;580;580;580;580;580;580;410;580;488;410;410;375;-1;0;1;233;553;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1473;1473;1473;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;982;1017;1017;697;-1;-1;737;586;586;388;1017;-1;-1;-1;-1;-1;-1;737;553;410;580;580;580;580;580;580;580;410;580;488;410;410;375;0;-1;1;233;553;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1473;1473;1473;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;923;956;956;662;-1;-1;683;538;538;348;956;-1;-1;-1;-1;-1;-1;683;507;385;544;544;544;544;544;544;544;385;544;458;385;385;367;2;2;-1;203;507;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1575;1476;1476;1476;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;432;446;446;559;663;663;141;80;80;28;446;663;663;663;856;856;856;141;68;424;378;378;378;378;378;378;378;424;378;408;424;424;808;455;455;396;-1;68;769;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1703;-1;1560;2194;2194;2194;-1;-1;-1
