1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1100;-1;-1;-1;-1;-1;1059
0;680;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;-1;662;1451;-1;-1;-1;-1
1257;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1257;-1;205;1280;772;781;-1
2393;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2393;115;-1;247;214;218;1614
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1253;895;-1;910;914;-1
2951;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2951;398;116;257;-1;0;1132
2957;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2957;402;118;258;0;-1;1128
-1;1678;1520;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1520;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;-1;-1;919;1927;717;715;-1
